sender_id,sender_name,sender_logo
ISECLD,ICICI BANK LIMITED,icici_logo
ISRVCE,ICICI BANK LIMITED,icici_logo
ITCBBK,IRINJALAKUDA TOWN CO OPERATIVE BANK LTD,
ITCBNK,IRINJALAKUDA TOWN CO OPERATIVE BANK LTD,
ITCOMP,STATE BANK OF INDIA,sbi_logo
ITRISK,STATE BANK OF INDIA,sbi_logo
ITRSNC,STATE BANK OF INDIA,sbi_logo
ITSDEL,STATE BANK OF INDIA,sbi_logo
ITSLHO,STATE BANK OF INDIA,sbi_logo
JALAUN,JALAUN DISTRICT COOPERTIVE BANK LTD. ORAI,
JALORE,JALORE NAGRIK SAHAKARI BANK LTD,
JANABK,JANA SMALL FINANCE BANK LTD,
JANATR,JANA SMALL FINANCE BANK LTD,
JANATX,JANA SMALL FINANCE BANK LTD,
JANSVA,Janaseva Sahakari Bank Ltd Hadapsar Pune,
JANTHA,JANATHA SEVA CO OPERATIVE BANK LTD,
JAOLIB,Dattatrya Maharaj KalambeJaoli Sahakari Bank Limited,
JCBANK,THE JANTA CO OP BANK LTD,
JCCB,Jogindra Central Cooperative Bank Ltd. Solan,
JCCBNK,Jivan Commercial Co Operative Bank Ltd,
JCOMBK,Jivan Commercial Co Operative Bank Ltd,
JGRAMN,J&K Grameen Bank,
JIVAJI,Jivaji Sahakari Bank Ltd. Ichalkaranji,
JJSBNK,JALGAON JANATA SAHKARI BANK LTD JALGAON,
JKBANK,THE JAMMU AND KASHMIR BANK LIMITED,
JKBFSL,JK Bank Financial Services Limited,
JKCARD,THE JAMMU AND KASHMIR BANK LIMITED,
JKGRAM,J&K Grameen Bank,
JKGRMN,J&K Grameen Bank,
JKGRNB,J&K Grameen Bank,
JKSBLM,JANAKALYAN SAHAKARI BANK LTD,
JLRNSB,JALORE NAGRIK SAHAKARI BANK LTD,
JMCBNK,JALNA MERCHANTS CO OP BANK LTD. JALNA,
JMSBLP,JIJAMATA MAHILA SAHAKARI BANK LTD,
JMSBNK,JIJAMATA MAHILA SAHAKARI BANK LTD,
JNJCBL,Janaseva Co operative Bank LTd Nashik,
JNSBBM,JHALAWAR NAGRIK SAHAKARI BANK LIMITED,
JNSBJU,JODHPUR NAGRIK SAHKARI BANK LIMITED,
JNSBKL,JODHPUR NAGRIK SAHKARI BANK LIMITED,
JNSEVA,JANASEVA SAHAKARI BANK BORIVLI LIMITED,
JPCBNK,THE JALGAON PEOPLES COOPERATIVE BANK LTD. JALGAON,
JPNBNK,Jaiprakash Narayan Nagri Sahakari Bank Ltd.,
JRGBNK,Jharkhand Rajya Gramin Bank,
JSBANK,Janata Sahakari Bank Ltd. Kurduwadi,
JSBGON,Janata Sahakari Bank Ltd. Gondia,
JSBLBK,Janata Sahakari Bank ltd.Amravati,
JSBLHG,Shri Janata Sahakari Bank LTD,
JSBLHO,Janata Sahakari Bank Ltd. Gondia,
JSBLPN,JANATA SAHAKARI BANK LTD. PUNE,
JSBRYP,JILA SAHKARI KENDRIYA MARYADIT BANK RAIPUR,
JSCBKL,JANATHA SEVA CO OPERATIVE BANK LTD,
JSKABK,JILA SAHAKARI KENDRIYA BANK MARYADIT AMBIKAPUR,
JSKBBG,Jila Sahakari Kendriya Bank Maryadit balaghat,
JSKBBK,Jila Sahakari Kendriya Bank Maryadit Rajnandgaon,
JSKBCP,JILA SAHAKARI KENDRIYA BANK MARYADIT CHHATARPUR,
JSKBDA,Jila Sahakari Kendriya Bank Maryadit Damoh,
JSKBHB,Jila Sahakari Kendriya maryadit Bank HOSHANGABAD,
JSKBJH,Jila Sahakari kendriya Marydit Bank JHAHUA,
JSKBJP,JILA SAHAKARI KENDRIYA BANK MARYADIT JABALPUR,
JSKBMS,JILA SAHAKARI KENDRIYA BANK MARYADIT MANDSAUR,
JSKBNP,Jila Sahakari Kenriya Maryadit Bank NARSINGHPUR,
JSKBRS,Jila Sahakari Kendriya Bank Maryadit Raisen,
JSKBRT,JILA SAHAKARI KENDRIYA BANK MARYADIT RATLAM,
JSKBSD,JILASAHAKARI KENDRIYA BANK MARYADIT SHAHDOL,
JSKBSJ,Jila Sahakari Kendriya Bank Maryadit Shajapur,
JSKBUJ,Jila Sahakari Kendriya Bank Maryadit Ujjain,
JSKBVI,Jila Sahakari Kendriya Maryadit bank VIDISHA,
JSKJBK,JILA SAHAKARI KENDRIYA BANK MARYADIT JAGDALPUR,
JUCBNK,JANKALYAN URBAN CO OP BANK LTD KALLAM,
JUSBNK,DR APPASAHEB URF SA RE PATIL JAYSINGPURUDGAON SAH BANK LTD,
KAGBNK,KARNATAKA GRAMIN BANK,
KAIJSB,KALLAPPANNA AWADE ICHALKARANJI JANATA SAHAKARI BANK LTD.ICHALKARANJI,
KARBNK,The KARNATAKA BANK LIMITED,
KBANKT,Kotak Mahindra Bank Ltd,kotak_logo
KBLBNK,The KARNATAKA BANK LIMITED,
KBSBBK,KRISHNA BHIMA SAMRUDHI LOCAL AREA BANK,
KBSBNK,KRISHNA BHIMA SAMRUDHI LOCAL AREA BANK,
KCBANK,The Kalupur commercial cooperative Bank Ltd.,
KCCBNK,The kangra Central Cooperative bank Ltd,
KCCBPS,The kangra Central Cooperative bank Ltd,
KCCDWD,THE KARNATAKA CENTRAL CO OPERATIVE BANK LTD,
KCDCCB,THE KOLAR DISTRICT COOPERATIVE CENTRAL BANK LTD KOLAR,
KCMEET,The Kalupur commercial cooperative Bank Ltd.,
KCMSGS,The Kalupur commercial cooperative Bank Ltd.,
KCOBBK,THE KARNAVATI CO OP BANK LTD,
KCRBNK,Kakkattil Co Operative Rural Bank,
KCUBNK,THE KRANTHI COOPERATIVE URBAN BANK LTD,
KDCBAK,The Kaira District Central Co Operative Bank Ltd,
KDCCBK,THE KANYAKUMARI DISTRICT CENTRAL COOPERATIVE BANK,
KDCCBL,KOLHAPUR DISTRICT CENTRAL CO OP BANK LTD,
KDGCCB,THE KODAGU DISTRICT COOPERATIVE CENTRAL BANK LTD,
KDPCCB,"THE KADAPA DISTRICT COOPERATIVE CENTRAL BANK LTD.,",
KEBANK,The Kalupur commercial cooperative Bank Ltd.,
KGBANK,KERALA GRAMIN BANK,
KHEDAB,THE KHEDA PEOPLES CO OP BANKLTD,
KHLADM,STATE BANK OF INDIA,sbi_logo
KKDCCB,THE DISTRICT COOPERATIVE CENTRAL BANK LTD KAKINADA,
KMBCBL,THE KOSAMBA MERCANTILE CO OP BANK LTD,
KMCBK,Kokan Mercantile Co Operative Bank Ltd,
KMCBLT,"KRISHNA MERCANTILE COOPERATIVE BANK LTD, BHOPAL",
KMCBNK,THE KUTCH MERCANTILE CO OP BANK LTD,
KMNBNK,KANKARIA MANINAGAR NAGRIK SAHAKARI BANK LIMITED,
KNBOTP,Shree Kadi Nagarik Sahakri Bank Ltd,
KNSBBK,THE KHAMBHAT NAGARIK SAHAKARI BANK LTD,
KNSBKL,THE KALOL NAGARIK SAHAKARI BANK LTD,
KNSBKN,KURMANCHAL NAGAR SAHKARI BANK LTD,
KNSBLK,THE KODINAR NAGRIK SAHAKARI BANK LTD,
KNSBNK,THE KUKARWADA NAGARIK SAHAKARI BANK LTD,
KOTABK,KOTA NAGRIK SAHKARI BANK LTD,
KOTAKB,Kotak Mahindra Bank Ltd,kotak_logo
KOTAKP,Kotak Mahindra Bank Ltd,kotak_logo
KOTSBN,koteshwarasahakaribankniyamitha,
KOYANA,Koyana Sahakari Bank Ltd Karad,
KPCOBL,THE KHEDA PEOPLES CO OP BANKLTD,
KPMCCB,KANCHEEPURAM CENTRAL COOP BANK,
KRICCB,The Krishna District Cooperative central bank ltd.,
KRNBNK,The KARNATAKA BANK LIMITED,
KRNDBK,The Karnal Central Cooperative Bank Ltd,
KRTBNK,The KARNATAKA BANK LIMITED,
KRUSHI,KRISHISEVA URBAN CO OPERATIVE BANK LTD,
KSBLBK,Kohinoor Sahakari Bank Ltd.Ichalkaranji,
KTCCBL,THE KALNA TOWN CREDIT COOPERATIVE BANK LTD.,
KTKBNK,The KARNATAKA BANK LIMITED,
KTKREM,Kotak Mahindra Bank Ltd,kotak_logo
KTWBNK,ZILA SAHKARI BANK LTD.GARHWAL(KOTDWAR),
KUBANK,KEDARNATH URBAN CO OP BANK LTD,
KUBOTP,The Karad Urban Cooperative Bank Limited,
KUBPRO,The Karad Urban Cooperative Bank Limited,
KUBSMS,The Karad Urban Cooperative Bank Limited,
KUBTRN,The Karad Urban Cooperative Bank Limited,
KUCBBK,KASHIPUR URBAN COOPERATIVE BANK LTD,
KUCBNK,The Kolhapur Urban Cooperative Bank Limited,
KUCBOT,The Karad Urban Cooperative Bank Limited,
KUCBTR,The Karad Urban Cooperative Bank Limited,
KUNSBB,KURMANCHAL NAGAR SAHKARI BANK LTD,
KUNSUB,KURMANCHAL NAGAR SAHKARI BANK LTD,
KVBANK,The Karur Vysya Bank Limited,kvb_logo
KVBOTP,The Karur Vysya Bank Limited,kvb_logo
KVBUPI,The Karur Vysya Bank Limited,kvb_logo
KVGBBK,karnataka vikas grameena bank,
KVGBNK,karnataka vikas grameena bank,
KVGECM,karnataka vikas grameena bank,
LALABK,LALA URBAN BANK LTD,
LAXBNK,The Laxmi Co Op bank Limited,
LCTSCS,STATE BANK OF INDIA,sbi_logo
LDMFBD,Syndicate Bank,
LHOABU,STATE BANK OF INDIA,sbi_logo
LHOBAN,STATE BANK OF INDIA,sbi_logo
LHOGMI,STATE BANK OF INDIA,sbi_logo
LHOKOL,STATE BANK OF INDIA,sbi_logo
LHOPAT,STATE BANK OF INDIA,sbi_logo
LICCRD,AXIS BANK LIMITED,axis_logo
LMPUCB,LAKHIMPUR URBAN COOPERATIVE BANK LTD.,
LNSBNK,THE LUNAWADA NAGRIK SAHKARI BANK LTD,
LUCBNK,THE LIMBASI URBAN CO OPERATIVE BANK LTD,
LVBANK,The Lakshmi Vilas Bank Ltd,
LVBSMS,The Lakshmi Vilas Bank Ltd,
MABHYD,STATE BANK OF INDIA,sbi_logo
MAHABK,BANK OF MAHARASHTRA,
MAKBNK,MAKARPURA INDUSTRIAL ESTATE COOP BANK LTD,
MALOJI,SHRIMANT MALOJIRAJE SAHAKARI BANK LTD,
MAMCOB,THE MALEGAON MERCHANTS CO OPERATIVE BANK LIMITED,
MANSBK,MANSAROVAR URBAN COOP BANK LTD,
MARSCB,MARUTHONKARA SERVICE CO OPERATIVE BANK,
MAYANI,The Mayani Urban Co Op Bank Ltd. Mayani,
MBIMPS,MUZAFFARNAGAR DISTRICT COOPERATIVE BANK LTD.,
MBTEST,Syndicate Bank,
MCAPEX,THE MEGHALAYA COOPERATIVE APEX BANK LTD.,
MCBANK,THE MUNICIPAL CO OPERATIVE BANK LTD MUMBAI,
MCBATM,MANSING CO OPERATIVE BANK LTD DUDHONDI,
MCBBNK,THE MUNICIPAL CO OPERATIVE BANK LTD MUMBAI,
MCBLTD,MANSING CO OPERATIVE BANK LTD DUDHONDI,
MCBNSK,SHREE MAHESH CO OP BANK LTD,
MCBOTP,MANSING CO OPERATIVE BANK LTD DUDHONDI,
MCBTRN,MANSING CO OPERATIVE BANK LTD DUDHONDI,
MCCBNK,THE MANGALORE CATHOLIC COOPERATIVE BANK,
MCDCCB,THE MYSORE AND CHAMARAJANAGAR DISTRICT CO OPERATIVE CENTRAL BANK LIMITED,
MCNBBK,MAHILA COOP NAGRIK BANK LTD,
MCOBNK,MANINAGAR CO.OP. BANK LTD.,
MCUBLH,MAHAVEER CO OP URBAN BANK LTD,
MCUBNK,MANJERI COOPERATIVE URBAN BANK LTD,
MDCBKL,Mahesana District Co Op Bank,
MDCBNK,Mahesana District Co Op Bank,
MDKNSB,KOTA NAGRIK SAHKARI BANK LTD,
MDLUCB,MUDGAL URBAN CO OPERATIVE BANK LTD. MUDGAL,
MDMSBK,"MANN DESHI MAHILA SAHAKARI BANK LTD., MHASWAD",
MEGRRB,MEGHALAYA RURAL BANK,
MFDUBK,MAHATMA FULE URBAN CO OPERATIVE BANK LTD AMRAVATI,
MGBBNK,MAHARASHTRA GRAMIN BANK,
MGBSMS,DAKSHIN BIHAR GRAMIN BANK,
MGRBBK,MEGHALAYA RURAL BANK,
MGSBBK,THE MEGHALAYA COOPERATIVE APEX BANK LTD.,
MHAVIR,SHRI MAHAVIR URBAN CO OP BANK LIMITED,
MHSJPN,The Mehsana Jilla Panchayat Karmachari Coop Bank ltd,
MIAMEX,American Express Banking Corp.,amex_logo
MIECBL,MAKARPURA INDUSTRIAL ESTATE COOP BANK LTD,
MIMTMX,HDFC BANK LIMITED,hdfc_logo
MISDEP,STATE BANK OF INDIA,sbi_logo
MLBANK,THE MALPUR NAGRIK SAHAKARI BANK LTD,
MLTBNK,MOOLATHARA SERVICE CO OPERATIVE BANK,
MMSBNK,"MANN DESHI MAHILA SAHAKARI BANK LTD., MHASWAD",
MNBANK,MAHANAGR NAGRIK SAHAKARI BANK MYDT BAIRAS,
MNSBKL,THE MEHSANA NAGARIK SAHAKARI BANK LTD,
MNSBNK,THE MEHSANA NAGARIK SAHAKARI BANK LTD,
MODNAG,THE MODASA NAGARIK SAHAKARI BANK LTD,
MOGBNK,THE MOGAVEERA COOPERATIVE BANK LTD,
MORADA,MORADABAD ZILA SAHKARI BANK LTD,
MPAPEX,M P Rajya Sahakari Bank MYDT BHOPAL,
MPAUCB,The Muvattupuzha Urban Co Operative Bank Ltd. No.556,
MPRSBK,M P Rajya Sahakari Bank MYDT BHOPAL,
MPSCBK,Mamasaheb Pawar Satyavijay Co op Bank,
MPSSBK,MANVI PATTANA SOUHARRDA SAHAKARI BANK NIYAMITA,
MPSSBN,MANVI PATTANA SOUHARRDA SAHAKARI BANK NIYAMITA,
MRBANK,United Bank Of India,
MRBBBK,MEGHALAYA RURAL BANK,
MRBCBS,United Bank Of India,
MSBLPN,"MAHESH SAHAKARI BANK LTD., PUNE",
MSBLTD,SHRIMANT MALOJIRAJE SAHAKARI BANK LTD,
MSCBKN,"THE MAHARASHTRA STATE CO OPERATIVE BANK LTD ,MUMBAI",
MSCBNK,MOODADI SERVICE CO OPERATIVE BANK,
MUBANK,MUDGAL URBAN CO OPERATIVE BANK LTD. MUDGAL,
MUCATM,The Mehsana Urban CoOperative Bank Ltd.,
MUCBLP,MAHESH URBAN CO OP. BANK LTD PARBHANI,
MUCBNK,The Mehsana Urban CoOperative Bank Ltd.,
MUCBNP,Mahesh Urban Coperative Bank Limited,
MUCCBS,The Mehsana Urban CoOperative Bank Ltd.,
MUCINB,The Mehsana Urban CoOperative Bank Ltd.,
MUCINF,The Mehsana Urban CoOperative Bank Ltd.,
MUCIPO,The Mehsana Urban CoOperative Bank Ltd.,
MUCMBS,The Mehsana Urban CoOperative Bank Ltd.,
MUCOBK,THE MUSLIM CO OPERATIVE BANK LIMITED,
MUCOTP,The Mehsana Urban CoOperative Bank Ltd.,
MUCUPI,The Mehsana Urban CoOperative Bank Ltd.,
MVCBLS,THA MAHILA VIKAS CO OP BANK LTD,
MYAMEX,American Express Banking Corp.,amex_logo
MYIPPB,India Post Payments Bank Ltd,
MZBANK,Mizoram Rural Bank,
MZBBBK,Mizoram Rural Bank,
MZSBNK,ZILA SAHKARI BANK LTD MATHURA,
NABARD,National Bank for Agriculture and Rural Development,
NCBANK,THE NATIONAL CO OPERATIVE BANK LIMITED,
NCBLBK,NIDHI CO OP BANK LTD,
NDVSBK,THE NASIKROAD DEOLALI VYAPARI SAHAKARI BANK LTD,
NICBNK,NAVSARJAN INDUSTRIAL CO OP BANK LTD,
NISBNK,Nishigandha Sahakari BAnk LTD.,
NJMSBL,The Nasik Jilha Mahila Sahakari Bank Ltd.,
NKDCCB,THE KANARA DISTRICT CENTRAL CO OP BANK LTD,
NKRDBK,THE NASIKROAD DEOLALI VYAPARI SAHAKARI BANK LTD,
NPCMPL,Syndicate Bank,
NSBANK,Nandani Sahkari Bank LTD.Nandani,
NSBETW,NAGAR SAHAKARI BANK LTD ETAWAH,
NSBNKN,Nandani Sahkari Bank LTD.Nandani,
NSCBAK,NADAPURAM SERVICE CO OPERATIVE BANK,
NSCBNK,The Nagaland state cooperative Bank ltd,
NSDLCD,NSDL Payments Bank Limited,
NSDLPB,NSDL Payments Bank Limited,
NSDLRM,NSDL Payments Bank Limited,
NSTCBL,The Nagaland state cooperative Bank ltd,
NTLBNK,THE NAINITAL BANK LTD,
NUCBNK,THE NANDURA URBAN CO OP BANK LTD NANDURA,
NUCBRM,THE NEW URBAN CO OPERATIVE BANK LIMITED,
NUTANB,NUTAN NAGARIK SAHAKARI BANK LTD,
NVNBNK,The Navnirman co op Bank Ltd.,
NVSHUP,NAGAR VIKAS SAHAKARI BANK LTD,
NZBCCB,THE NIZAMABAD DISTRICT COOPERATIVE CENTRAL BANK LTD.,
OBCBNK,ORIENTAL BANK OF COMMERCE,
OBCCBS,ORIENTAL BANK OF COMMERCE,
OBCINB,ORIENTAL BANK OF COMMERCE,
OBCMBK,ORIENTAL BANK OF COMMERCE,
OBCOLS,ORIENTAL BANK OF COMMERCE,
OBCOTP,ORIENTAL BANK OF COMMERCE,
OBCSMS,ORIENTAL BANK OF COMMERCE,
OBCSVC,ORIENTAL BANK OF COMMERCE,
OBCTXN,ORIENTAL BANK OF COMMERCE,
OBCUPI,ORIENTAL BANK OF COMMERCE,
OCUBNK,THE OTTAPALAM CO OPERATIVE URBAN BANK LTD,
OSCBNK,ONCHIYAM SERVICE CO OPERATIVE BANK,
OTPSKN,Shree Kadi Nagarik Sahakri Bank Ltd,
PALUSB,PALUS SAHAKARI BANK LTD,
PANCHB,THE PANCHKULA CENTRAL COOPERATIVE BANK LTD,
PANDBK,THE PANCHKULA CENTRAL COOPERATIVE BANK LTD,
PANIPT,THE PANIPAT URBAN CO OP BANK LTD,
PATANB,PATAN NAGARIK SAHAKARI BANK LTD,
PATSCB,PATTANCHERY SERVICE CO OPERATIVE BANK,
PAYTMB,PAYTM PAYMENTS BANK LIMITED,
PAYZAP,HDFC BANK LIMITED,hdfc_logo
PBGBBN,PASCHIM BANGA GRAMIN BANK,
PBGKOL,PASCHIM BANGA GRAMIN BANK,
PBGMPB,PASCHIM BANGA GRAMIN BANK,
PCBANK,SHREE PARSWANATH CO.OPERATIVE BANK LTD,
PCBDLK,PEOPLES CO OPPERATIVE BANK LTD DHOLKA,
PCCBNK,PORBANDAR COMMERCIAL COOPERATIVE BANK LIMITED,
PCOBNK,Prime Co.Op.Bank Ltd.,
PCSBNK,Pune Cantonment Sahakari Bank Ltd,
PCUBNK,"Pochampally Cooperative Urban Bank Ltd.,",
PGBSMS,PUNJAB GRAMIN BANK,
PIMSBI,STATE BANK OF INDIA,sbi_logo
PITDCC,Pithoragarh Zila Sahkari Bank Ltd. Pithoragarh,
PITOBK,Pithoragarh Zila Sahkari Bank Ltd. Pithoragarh,
PMCBNK,PUNJAB AND MAHARASHTRA CO OPERATIVE BANK,
PMNSBM,PRAGATI MAHILA NAGRIK SAHAKARI BANK MARYADIT,
PMRYBK,PONMERI SERVICE CO OPERATIVE BANK,
PMTYBK,PERUMATTY SERVICE CO OPERATIVE BANK,
PNBACS,PUNJAB GRAMIN BANK,
PNBCCD,PUNJAB NATIONAL BANK,pnb_logo
PNBCRD,PUNJAB NATIONAL BANK,pnb_logo
PNBCRM,PUNJAB NATIONAL BANK,pnb_logo
PNBDBD,PUNJAB NATIONAL BANK,pnb_logo
PNBHRD,PUNJAB NATIONAL BANK,pnb_logo
PNBJNK,PUNJAB NATIONAL BANK,pnb_logo
PNBLKO,PUNJAB NATIONAL BANK,pnb_logo
PNBMKT,PUNJAB NATIONAL BANK,pnb_logo
PNBOTP,PUNJAB NATIONAL BANK,pnb_logo
PNBRTS,PUNJAB NATIONAL BANK,pnb_logo
PNBSMS,PUNJAB NATIONAL BANK,pnb_logo
PNBTBD,PUNJAB NATIONAL BANK,pnb_logo
PNNSBL,PADRA NAGAR NAGRIK SAHAKARI BANK LTD.,
PNSBKB,POORNAWADI NAGRIK SAHAKARI BANK MARYADIT BEED,
PNSBNK,PATAN NAGARIK SAHAKARI BANK LTD,
POUCBK,Pochampally Cooperative Urban Bank Ltd.,
PPCBNK,PUNE PEOPLES CO. OP. BANK LTD.PUNE,
PPGDEP,STATE BANK OF INDIA,sbi_logo
PRIBNK,Priyadarshni Nagari Sahakari Bank Ltd Jalna,
PRIMEB,Prime Co.Op.Bank Ltd.,
PRYBNK,PRIYADARSHANI URBAN CO OP BANK LTD,
PSBANK,Punjab And Sind Bank,
PSBLTD,Pragati Sahakari Bank Ltd,
PSCBNK,PATTOM SERVICE CO OPERATIVE BANK,
PSTBNK,U P POSTAL PRIMARY COOPREATIVE BANK LTD,
PUBANK,PALI URBAN CO OPERATIVE BANK LTD.,
PUBBNK,PUSAD URBAN CO OP BANK LTD,
PUBLTD,PUSAD URBAN CO OP BANK LTD,
PUCBLL,PUSAD URBAN CO OP BANK LTD,
PUCBLM,"THE PRAGATI URBAN CO OP BANK LTD.,MANMAD",
PUCBLP,PUSAD URBAN CO OP BANK LTD,
PUCBNK,PALI URBAN CO OPERATIVE BANK LTD.,
PUPGBK,PRATHAMA U P GRAMIN BANK,
PURBNK,PURVANCHAL BANK,
PUSBNK,PUSAD URBAN CO OP BANK LTD,
PVIJAY,STATE BANK OF INDIA,sbi_logo
RACBNK,RackBank Datacenters Private Ltd.,
RAIBNK,THE RAIPUR URBAN MERCANTILE CO OP BANK LTD,
RAJABK,RAJAPUR URBAN CO OPERATIVE BANK LIMITED RAJAPUR,
RAJNAG,THE RAJULA NAGARIK SAHAKARI BANK LIMITED,
RAMDCC,ZILA SHAKARI BANK RAMPUR,
RATNAK,RBL BANK LIMITED,rbl_logo
RAVISC,RAVI COMMERCIAL URBAN CO OPERATIVE BANK LIMITED,
RBISAY,Reserve Bank of India,
RBLBBB,RBL BANK LIMITED,rbl_logo
RBLBNK,RBL BANK LIMITED,rbl_logo
RBLCCC,RBL BANK LIMITED,rbl_logo
RBLCRD,RBL BANK LIMITED,rbl_logo
RBLHRD,RBL BANK LIMITED,rbl_logo
RBLINF,RBL BANK LIMITED,rbl_logo
RBLKYC,RBL BANK LIMITED,rbl_logo
RBLOFR,RBL BANK LIMITED,rbl_logo
RBLOSR,RBL BANK LIMITED,rbl_logo
RBLPIL,RBL BANK LIMITED,rbl_logo
RBLPLN,RBL BANK LIMITED,rbl_logo
RBLSSU,RBL BANK LIMITED,rbl_logo
RBLTEC,RBL BANK LIMITED,rbl_logo
RBLVPN,RBL BANK LIMITED,rbl_logo
RBLWCM,RBL BANK LIMITED,rbl_logo
RBOPEN,STATE BANK OF INDIA,sbi_logo
RCBANK,THE RAJAJINAGAR CO OP BANK LTD,
RCBRNG,RANIGANJ COOPERATIVE BANK LTD,
RCMSBN,RANI CHANNAMMA MAHILA SAHAKARI BANK NIYAMIT BELAGAVI,
RCOBKL,RANIGANJ COOPERATIVE BANK LTD,
RIMUMB,Syndicate Bank,
RMCBNK,RAJPUTANA MAHILA URBAN COOP. BANK LTD.,
RMGBBK,Rajasthan Marudhara gramin bank,
RMMBNR,STATE BANK OF INDIA,sbi_logo
RMRBLY,STATE BANK OF INDIA,sbi_logo
RNBASB,Rajkot Nagarik Sahakari Bank Ltd.,
RNBCRM,Rajkot Nagarik Sahakari Bank Ltd.,
RNBUPI,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBAL,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBBC,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBKT,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBLD,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBLT,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBMB,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBMF,Rajkot Nagarik Sahakari Bank Ltd.,
RNSBNK,RAJDHANI NAGAR SAHKARI BANK LTD,
RNUBNK,The Ranuj Nagrik Sahakari Bank Ltd,
ROATPM,ANDHRA PRAGATHI GRAMEENA BANK,
ROKDPA,ANDHRA PRAGATHI GRAMEENA BANK,
ROKDRI,ANDHRA PRAGATHI GRAMEENA BANK,
ROKRNL,ANDHRA PRAGATHI GRAMEENA BANK,
ROLUDH,Syndicate Bank,
RONDYL,ANDHRA PRAGATHI GRAMEENA BANK,
RONELL,Syndicate Bank,
RONELR,ANDHRA PRAGATHI GRAMEENA BANK,
ROONGL,ANDHRA PRAGATHI GRAMEENA BANK,
RORJPA,ANDHRA PRAGATHI GRAMEENA BANK,
RORURL,Syndicate Bank,
ROTVPM,Syndicate Bank,
ROUDPI,Syndicate Bank,
ROVARN,Syndicate Bank,
RPCOBL,RANDER PEOPLES CO OP BANK,
RPRDBK,The Ropar Central Cooperative Bank Ltd.,
RSBANK,THE RAJAPUR SAHAKARI BANK LTD MUMBAI,
RSBLPT,RAJARAMBAPU BANK SAHAKARI BANK LTD,
RSSBBK,RAJARSHI SHAHU SAHAKARI BANK LIMITED,
RUBANK,RAJAPUR URBAN CO OPERATIVE BANK LIMITED RAJAPUR,
RUKBNK,RUKMINI SAHAKARI BANK LIMITED,
RUMBNK,THE RAIPUR URBAN MERCANTILE CO OP BANK LTD,
SACBNK,Shri Adinath Co Op bank Ltd. Ichalkaranji,
SADHNA,Sadhana Sahakari Bank Limited,
SAIBNK,Saibaba Nagari Sahakari Bank Maryadit Sailu,
SAINIK,COL RD Nikam Sainik Sahakari Bank LTD.,
SAMBNK,SAMATA SAHAKARI BANK LTD,
SAMLMS,STATE BANK OF INDIA,sbi_logo
SAMMCO,THE SAMMCO BANK LTD,
SAMSAH,SAMPADA SAHAKARI BANK LTD,
SANDUR,SANDUR PATTANA SOUHARDA SAHAKARI BANK NI,
SANMTI,Sanmati Sahakari Bank . Ltd. Ichalkaranji,
SARNSB,SARVODAYA NAGARIK SAHAKARI BANK LTD.,
SAROBK,"The Sarvodaya co op Bank Ltd., Mumbai",
SASCCB,The SAS Nagar Central Cooperative Bank Ltd,
SATBNK,AD.Shamraoji Shinde Satyashodhak Sahakari Bank Ltd.Kolhapur,
SAVLIP,SHREE SAVLI NAGRIK SAHAKARI BANK LTD,
SBALRT,Syndicate Bank,
SBBJNB,STATE BANK OF INDIA,sbi_logo
SBCDRE,STATE BANK OF INDIA,sbi_logo
SBCWMS,STATE BANK OF INDIA,sbi_logo
SBDBTL,STATE BANK OF INDIA,sbi_logo
SBDCBK,THE SABARKANTHA DISTRICT CENTRAL CO OP BANK LTD,
SBDCOG,STATE BANK OF INDIA,sbi_logo
SBECOM,STATE BANK OF INDIA,sbi_logo
SBEPAY,STATE BANK OF INDIA,sbi_logo
SBEREG,STATE BANK OF INDIA,sbi_logo
SBERIN,SBERBANK,
SBERMS,STATE BANK OF INDIA,sbi_logo
SBFIAH,STATE BANK OF INDIA,sbi_logo
SBFIMF,STATE BANK OF INDIA,sbi_logo
SBGALR,STATE BANK OF INDIA,sbi_logo
SBGITC,STATE BANK OF INDIA,sbi_logo
SBGLMS,STATE BANK OF INDIA,sbi_logo
SBGMBS,STATE BANK OF INDIA,sbi_logo
SBGPPC,STATE BANK OF INDIA,sbi_logo
SBHART,SHREE BHARAT CO OPERATIVE BANK LTD,
SBHIGH,STATE BANK OF INDIA,sbi_logo
SBHINB,STATE BANK OF INDIA,sbi_logo
SBHRMS,STATE BANK OF INDIA,sbi_logo
SBIABD,STATE BANK OF INDIA,sbi_logo
SBIABU,STATE BANK OF INDIA,sbi_logo
SBIACS,STATE BANK OF INDIA,sbi_logo
SBIADS,STATE BANK OF INDIA,sbi_logo
SBIAHM,STATE BANK OF INDIA,sbi_logo
SBIAND,STATE BANK OF INDIA,sbi_logo
SBIAOR,STATE BANK OF INDIA,sbi_logo
SBIAPP,STATE BANK OF INDIA,sbi_logo
SBIATM,STATE BANK OF INDIA,sbi_logo
